Index,Reviews
1233,Great product at reasonable price.Sound quality better than expected. Got an amazing deal during festive sale. Wish it had inbuilt battery.Nevertheless worth every penny.
1234,You need to know what all you can do with this cutie
1235,Sound quality can be improved further…The musics are limited to Amazon music
1236,"Awesome bought it for 2300 in Amazon sale , along with wifi 9w smart bulb worth it"
1237,Amazing piece of equipment
1238,Excellent speaker ...but needs improvement in software and development of skills although it's paisa wasool
1239,It's totally awesome paisa wasoolsound quality is very amazing on this new echo dot3.can also connect to Bluetooth and play a mobile song in AlexaI just love it
1240,Not portable at all. Required all time charging.Not user friendly.
1241,Amazing to use it with smart bulbs and other automation utilities but in terms of playing music it's lacking the punch and the audio quality at the price.
1242,Its a great product.
1243,"I said alexa pani pilade, she said khud uthke lwle. So i slapped alexa, because batameezi. She broke down. Cant even hit kids these days"
1244,Quality is not good. Sound is irritating when keep on full volume
1245,This best part of Alexa is she can hear on low tone. Just say Alexa and she is good to go on all your commands... Never aspect this type AI is provided by Amazon... I am very happy with my purchase... Totally worth it...
1246,Awesome productMy kids very much like and lean about new things
1247,This.product i received is not working well.I want to exchange it.
1248,Sound quality is not great just ok
1249,"I was using Google crome, and It better compare to Alexa."
1250,Its really good product. My child like it too much.  Working perfectly .initially got dificulty for settings but with the help of YouTube connect with wifi...100% satisfied with this deal
1251,It's an good one ... Go for it... Good one for an gift  ....
1252,Works as specified but with Speakers like Bose there's more to be done by introduction of Skills by Devices integrated.
1253,Awesome
1254,Good product
1255,Bluetooth is not working after 2 months from the date of purchase.  I want to replace the same. Can I replace the Eco Dot
1256,Below average product. Not good as i expected.
1257,Best and reliable but I feel it shouldn't have wire connected all times to operate
1258,Excellent... perfect connectivity....and configuration.... But unable to link jio saavan account.... Except this everything is superb
1259,Really bad. Within a week speaker got bad and started having noise. Voice is not clear even at very low volume levels. No option to replace or raise complaint.
1260,I have this 3rd gen Echo dot.good entertainment...and j have integrated this device with smart ir remote and wifi bulb.both are working well.
1261,"This Product is malfunctioning a lot , I give a command it does something else ,  Sometimes it doesn't even respond to anything , really dissapointed"
